Year,Garnizon,Age,Suicides
2013,KSP Warszawa,19-24,37
2013,Polska,19-24,772
2014,KWP Katowice,19-24,166
2014,KWP Kraków,19-24,118
2014,KWP Opole,19-24,27
2014,KWP Poznań,19-24,68
2014,KSP Warszawa,19-24,66
2014,Polska,19-24,1172
2015,KWP Katowice,19-24,170
2015,KWP Kraków,19-24,97
2015,KWP Opole,19-24,22
2015,KWP Poznań,19-24,57
2015,KSP Warszawa,19-24,35
2015,Polska,19-24,1080
2016,KWP Katowice,19-24,155
2016,KWP Kraków,19-24,114
2016,KWP Opole,19-24,20
2016,KWP Poznań,19-24,43
2016,KSP Warszawa,19-24,56
2016,Polska,19-24,978
2013,KWP Katowice,25-29,117
2013,KWP Kraków,25-29,50
2013,KWP Opole,25-29,21
2013,KWP Poznań,25-29,34
2013,KSP Warszawa,25-29,43
2013,Polska,25-29,737
2014,KWP Katowice,25-29,143
2014,KWP Kraków,25-29,82
2014,KWP Opole,25-29,23
2014,KWP Poznań,25-29,48
2014,KSP Warszawa,25-29,39
2014,Polska,25-29,960
2015,KWP Katowice,25-29,157
2015,KWP Kraków,25-29,104
2015,KWP Opole,25-29,20
2015,KWP Poznań,25-29,48
2015,KSP Warszawa,25-29,42
2015,Polska,25-29,1042
2016,KWP Katowice,25-29,176
2016,KWP Kraków,25-29,97
2016,KWP Opole,25-29,33
2016,KWP Poznań,25-29,46
2016,KSP Warszawa,25-29,45
2016,Polska,25-29,1006
2013,KWP Katowice,30-34,87
2013,KWP Kraków,30-34,71
2013,KWP Opole,30-34,21
2013,KWP Poznań,30-34,39
2013,KSP Warszawa,30-34,47
2013,Polska,30-34,756
2014,KWP Katowice,30-34,154
2014,KWP Kraków,30-34,107
2014,KWP Opole,30-34,21
2014,KWP Poznań,30-34,48
2014,KSP Warszawa,30-34,38
2014,Polska,30-34,1005
2015,KWP Katowice,30-34,190
2015,KWP Kraków,30-34,83
2015,KWP Opole,30-34,27
2015,KWP Poznań,30-34,48
2015,KSP Warszawa,30-34,58
2015,Polska,30-34,1078
2016,KWP Katowice,30-34,153
2016,KWP Kraków,30-34,111
2016,KWP Opole,30-34,27
2016,KWP Poznań,30-34,61
2016,KSP Warszawa,30-34,43
2016,Polska,30-34,1072
2013,KWP Katowice,35-39,105
2013,KWP Kraków,35-39,51
2013,KWP Opole,35-39,23
2013,KWP Poznań,35-39,34
2013,KSP Warszawa,35-39,40
2013,Polska,35-39,740
2014,KWP Katowice,35-39,137
2014,KWP Kraków,35-39,84
2014,KWP Opole,35-39,18
2014,KWP Poznań,35-39,64
2014,KSP Warszawa,35-39,47
2014,Polska,35-39,934
2015,KWP Katowice,35-39,168
2015,KWP Kraków,35-39,77
2015,KWP Opole,35-39,28
2015,KWP Poznań,35-39,59
2015,KSP Warszawa,35-39,46
2015,Polska,35-39,995
2016,KWP Katowice,35-39,151
2016,KWP Kraków,35-39,81
2016,KWP Opole,35-39,19
2016,KWP Poznań,35-39,40
2016,KSP Warszawa,35-39,47
2016,Polska,35-39,949
2013,KWP Katowice,40-44,112
2013,KWP Kraków,40-44,39
2013,KWP Opole,40-44,13
2013,KWP Poznań,40-44,44
2013,KSP Warszawa,40-44,38
2013,Polska,40-44,644
2014,KWP Katowice,40-44,117
2014,KWP Kraków,40-44,80
2014,KWP Opole,40-44,15
2014,KWP Poznań,40-44,52
2014,KSP Warszawa,40-44,37
2014,Polska,40-44,864
2015,KWP Katowice,40-44,133
2015,KWP Kraków,40-44,83
2015,KWP Opole,40-44,22
2015,KWP Poznań,40-44,65
2015,KSP Warszawa,40-44,39
2015,Polska,40-44,879
2016,KWP Katowice,40-44,122
2016,KWP Kraków,40-44,94
2016,KWP Opole,40-44,17
2016,KWP Poznań,40-44,54
2016,KSP Warszawa,40-44,49
2016,Polska,40-44,888
2013,KWP Katowice,45-49,101
2013,KWP Kraków,45-49,50
2013,KWP Opole,45-49,20
2013,KWP Poznań,45-49,40
2013,KSP Warszawa,45-49,24
2013,Polska,45-49,625
2014,KWP Katowice,45-49,93
2014,KWP Kraków,45-49,81
2014,KWP Opole,45-49,22
2014,KWP Poznań,45-49,49
2014,KSP Warszawa,45-49,29
2014,Polska,45-49,735
2015,KWP Katowice,45-49,116
2015,KWP Kraków,45-49,63
2015,KWP Opole,45-49,16
2015,KWP Poznań,45-49,34
2015,KSP Warszawa,45-49,30
2015,Polska,45-49,727
2016,KWP Katowice,45-49,101
2016,KWP Kraków,45-49,81
2016,KWP Opole,45-49,20
2016,KWP Poznań,45-49,55
2016,KSP Warszawa,45-49,33
2016,Polska,45-49,777
2013,KWP Katowice,50-54,108
2013,KWP Kraków,50-54,61
2013,KWP Opole,50-54,24
2013,KWP Poznań,50-54,46
2013,KSP Warszawa,50-54,35
2013,Polska,50-54,775
2014,KWP Katowice,50-54,118
2014,KWP Kraków,50-54,100
2014,KWP Opole,50-54,22
2014,KWP Poznań,50-54,58
2014,KSP Warszawa,50-54,50
2014,Polska,50-54,890
2015,KWP Katowice,50-54,117
2015,KWP Kraków,50-54,85
2015,KWP Opole,50-54,16
2015,KWP Poznań,50-54,56
2015,KSP Warszawa,50-54,40
2015,Polska,50-54,838
2016,KWP Katowice,50-54,108
2016,KWP Kraków,50-54,80
2016,KWP Opole,50-54,19
2016,KWP Poznań,50-54,48
2016,KSP Warszawa,50-54,34
2016,Polska,50-54,787
2013,KWP Katowice,55-59,98
2013,KWP Kraków,55-59,67
2013,KWP Opole,55-59,25
2013,KWP Poznań,55-59,64
2013,KSP Warszawa,55-59,62
2013,Polska,55-59,892
2014,KWP Katowice,55-59,117
2014,KWP Kraków,55-59,96
2014,KWP Opole,55-59,21
2014,KWP Poznań,55-59,52
2014,KSP Warszawa,55-59,53
2014,Polska,55-59,930
2015,KWP Katowice,55-59,109
2015,KWP Kraków,55-59,70
2015,KWP Opole,55-59,24
2015,KWP Poznań,55-59,75
2015,KSP Warszawa,55-59,52
2015,Polska,55-59,890
2016,KWP Katowice,55-59,107
2016,KWP Kraków,55-59,91
2016,KWP Opole,55-59,27
2016,KWP Poznań,55-59,61
2016,KSP Warszawa,55-59,42
2016,Polska,55-59,878
2013,KWP Katowice,60-64,83
2013,KWP Kraków,60-64,53
2013,KWP Opole,60-64,19
2013,KWP Poznań,60-64,32
2013,KSP Warszawa,60-64,35
2013,Polska,60-64,623
2014,KWP Katowice,60-64,90
2014,KWP Kraków,60-64,85
2014,KWP Opole,60-64,21
2014,KWP Poznań,60-64,59
2014,KSP Warszawa,60-64,44
2014,Polska,60-64,762
2015,KWP Katowice,60-64,97
2015,KWP Kraków,60-64,66
2015,KWP Opole,60-64,16
2015,KWP Poznań,60-64,57
2015,KSP Warszawa,60-64,39
2015,Polska,60-64,754
2016,KWP Katowice,60-64,107
2016,KWP Kraków,60-64,69
2016,KWP Opole,60-64,11
2016,KWP Poznań,60-64,45
2016,KSP Warszawa,60-64,43
2016,Polska,60-64,732
2013,KWP Katowice,65-69,37
2013,KWP Kraków,65-69,24
2013,KWP Opole,65-69,6
2013,KWP Poznań,65-69,32
2013,KSP Warszawa,65-69,24
2013,Polska,65-69,337
2014,KWP Katowice,65-69,49
2014,KWP Kraków,65-69,43
2014,KWP Opole,65-69,11
2014,KWP Poznań,65-69,31
2014,KSP Warszawa,65-69,28
2014,Polska,65-69,443
2015,KWP Katowice,65-69,52
2015,KWP Kraków,65-69,37
2015,KWP Opole,65-69,12
2015,KWP Poznań,65-69,31
2015,KSP Warszawa,65-69,23
2015,Polska,65-69,417
2016,KWP Katowice,65-69,44
2016,KWP Kraków,65-69,53
2016,KWP Opole,65-69,16
2016,KWP Poznań,65-69,25
2016,KSP Warszawa,65-69,27
2016,Polska,65-69,430
2013,KWP Katowice,70-74,28
2013,KWP Kraków,70-74,27
2013,KWP Opole,70-74,3
2013,KWP Poznań,70-74,11
2013,KSP Warszawa,70-74,12
2013,Polska,70-74,223
2014,KWP Katowice,70-74,38
2014,KWP Kraków,70-74,21
2014,KWP Opole,70-74,3
2014,KWP Poznań,70-74,13
2014,KSP Warszawa,70-74,15
2014,Polska,70-74,225
2015,KWP Katowice,70-74,40
2015,KWP Kraków,70-74,21
2015,KWP Opole,70-74,5
2015,KWP Poznań,70-74,4
2015,KSP Warszawa,70-74,9
2015,Polska,70-74,226
2016,KWP Katowice,70-74,28
2016,KWP Kraków,70-74,36
2016,KWP Opole,70-74,10
2016,KWP Poznań,70-74,15
2016,KSP Warszawa,70-74,7
2016,Polska,70-74,263
2013,KWP Katowice,75-79,21
2013,KWP Kraków,75-79,12
2013,KWP Opole,75-79,8
2013,KWP Poznań,75-79,12
2013,KSP Warszawa,75-79,9
2013,Polska,75-79,168
2014,KWP Katowice,75-79,29
2014,KWP Kraków,75-79,12
2014,KWP Opole,75-79,7
2014,KWP Poznań,75-79,19
2014,KSP Warszawa,75-79,5
2014,Polska,75-79,203
2015,KWP Katowice,75-79,30
2015,KWP Kraków,75-79,27
2015,KWP Opole,75-79,8
2015,KWP Poznań,75-79,8
2015,KSP Warszawa,75-79,10
2015,Polska,75-79,199
2016,KWP Katowice,75-79,34
2016,KWP Kraków,75-79,29
2016,KWP Opole,75-79,3
2016,KWP Poznań,75-79,10
2016,KSP Warszawa,75-79,13
2016,Polska,75-79,208
2013,KWP Katowice,80-84,20
2013,KWP Kraków,80-84,16
2013,KWP Opole,80-84,3
2013,KWP Poznań,80-84,6
2013,KSP Warszawa,80-84,8
2013,Polska,80-84,134
2014,KWP Katowice,80-84,14
2014,KWP Kraków,80-84,24
2014,KWP Opole,80-84,7
2014,KWP Poznań,80-84,10
2014,KSP Warszawa,80-84,16
2014,Polska,80-84,162
2015,KWP Katowice,80-84,16
2015,KWP Kraków,80-84,14
2015,KWP Opole,80-84,5
2015,KWP Poznań,80-84,5
2015,KSP Warszawa,80-84,6
2015,Polska,80-84,142
2016,KWP Katowice,80-84,20
2016,KWP Kraków,80-84,20
2016,KWP Opole,80-84,5
2016,KWP Poznań,80-84,10
2016,KSP Warszawa,80-84,8
2016,Polska,80-84,169
2013,KWP Katowice,85+,16
2013,KWP Kraków,85+,12
2013,KWP Opole,85+,3
2013,KWP Poznań,85+,7
2013,KSP Warszawa,85+,15
2013,Polska,85+,133
2014,KWP Katowice,85+,12
2014,KWP Kraków,85+,11
2014,KWP Opole,85+,0
2014,KWP Poznań,85+,5
2014,KSP Warszawa,85+,13
2014,Polska,85+,113
2015,KWP Katowice,85+,16
2015,KWP Kraków,85+,7
2015,KWP Opole,85+,1
2015,KWP Poznań,85+,9
2015,KSP Warszawa,85+,10
2015,Polska,85+,125
2016,KWP Katowice,85+,21
2016,KWP Kraków,85+,11
2016,KWP Opole,85+,4
2016,KWP Poznań,85+,9
2016,KSP Warszawa,85+,17
2016,Polska,85+,145
2017,KWP Katowice,0-6,0
2017,KWP Kraków,0-6,0
2017,KWP Opole,0-6,0
2017,KWP Poznań,0-6,0
2017,KSP Warszawa,0-6,0
2017,Polska,0-6,0
2018,KWP Katowice,0-6,0
2018,KWP Kraków,0-6,0
2018,KWP Opole,0-6,0
2018,KWP Poznań,0-6,0
2018,KSP Warszawa,0-6,0
2018,Polska,0-6,0
2019,KWP Katowice,0-6,0
2019,KWP Kraków,0-6,0
2019,KWP Opole,0-6,0
2019,KWP Poznań,0-6,0
2019,KSP Warszawa,0-6,0
2019,Polska,0-6,0
2020,KWP Katowice,0-6,0
2020,KWP Kraków,0-6,0
2020,KWP Opole,0-6,0
2020,KWP Poznań,0-6,0
2020,KSP Warszawa,0-6,0
2020,Polska,0-6,0
2017,KWP Katowice,7-12,4
2017,KWP Kraków,7-12,4
2017,KWP Opole,7-12,1
2017,KWP Poznań,7-12,1
2017,KSP Warszawa,7-12,2
2017,Polska,7-12,28
2018,KWP Katowice,7-12,3
2018,KWP Kraków,7-12,1
2018,KWP Opole,7-12,2
2018,KWP Poznań,7-12,0
2018,KSP Warszawa,7-12,0
2018,Polska,7-12,26
2019,KWP Katowice,7-12,10
2019,KWP Kraków,7-12,2
2019,KWP Opole,7-12,1
2019,KWP Poznań,7-12,3
2019,KSP Warszawa,7-12,4
2019,Polska,7-12,46
2020,KWP Katowice,7-12,4
2020,KWP Kraków,7-12,4
2020,KWP Opole,7-12,0
2020,KWP Poznań,7-12,1
2020,KSP Warszawa,7-12,0
2020,Polska,7-12,29
2017,KWP Katowice,13-18,125
2017,KWP Kraków,13-18,74
2017,KWP Opole,13-18,9
2017,KWP Poznań,13-18,33
2017,KSP Warszawa,13-18,18
2017,Polska,13-18,702
2018,KWP Katowice,13-18,117
2018,KWP Kraków,13-18,77
2018,KWP Opole,13-18,14
2018,KWP Poznań,13-18,42
2018,KSP Warszawa,13-18,27
2018,Polska,13-18,746
2019,KWP Katowice,13-18,137
2019,KWP Kraków,13-18,96
2019,KWP Opole,13-18,9
2019,KWP Poznań,13-18,42
2019,KSP Warszawa,13-18,32
2019,Polska,13-18,905
2020,KWP Katowice,13-18,126
2020,KWP Kraków,13-18,76
2020,KWP Opole,13-18,15
2020,KWP Poznań,13-18,32
2020,KSP Warszawa,13-18,38
2020,Polska,13-18,814
2017,KWP Katowice,19-24,151
2017,KWP Kraków,19-24,112
2017,KWP Opole,19-24,23
2017,KWP Poznań,19-24,64
2017,KSP Warszawa,19-24,41
2017,Polska,19-24,1143
2018,KWP Katowice,19-24,170
2018,KWP Kraków,19-24,109
2018,KWP Opole,19-24,17
2018,KWP Poznań,19-24,60
2018,KSP Warszawa,19-24,40
2018,Polska,19-24,1143
2019,KWP Katowice,19-24,191
2019,KWP Kraków,19-24,107
2019,KWP Opole,19-24,20
2019,KWP Poznań,19-24,54
2019,KSP Warszawa,19-24,40
2019,Polska,19-24,1226
2020,KWP Katowice,19-24,209
2020,KWP Kraków,19-24,120
2020,KWP Opole,19-24,21
2020,KWP Poznań,19-24,63
2020,KSP Warszawa,19-24,61
2020,Polska,19-24,1242
2017,KWP Katowice,25-29,207
2017,KWP Kraków,25-29,98
2017,KWP Opole,25-29,28
2017,KWP Poznań,25-29,62
2017,KSP Warszawa,25-29,37
2017,Polska,25-29,1199
2018,KWP Katowice,25-29,170
2018,KWP Kraków,25-29,84
2018,KWP Opole,25-29,13
2018,KWP Poznań,25-29,65
2018,KSP Warszawa,25-29,39
2018,Polska,25-29,1104
2019,KWP Katowice,25-29,161
2019,KWP Kraków,25-29,98
2019,KWP Opole,25-29,20
2019,KWP Poznań,25-29,78
2019,KSP Warszawa,25-29,52
2019,Polska,25-29,1183
2020,KWP Katowice,25-29,178
2020,KWP Kraków,25-29,103
2020,KWP Opole,25-29,13
2020,KWP Poznań,25-29,76
2020,KSP Warszawa,25-29,49
2020,Polska,25-29,1222
2017,KWP Katowice,30-34,225
2017,KWP Kraków,30-34,96
2017,KWP Opole,30-34,32
2017,KWP Poznań,30-34,75
2017,KSP Warszawa,30-34,54
2017,Polska,30-34,1263
2018,KWP Katowice,30-34,178
2018,KWP Kraków,30-34,108
2018,KWP Opole,30-34,24
2018,KWP Poznań,30-34,83
2018,KSP Warszawa,30-34,65
2018,Polska,30-34,1226
2019,KWP Katowice,30-34,194
2019,KWP Kraków,30-34,108
2019,KWP Opole,30-34,29
2019,KWP Poznań,30-34,86
2019,KSP Warszawa,30-34,58
2019,Polska,30-34,1363
2020,KWP Katowice,30-34,182
2020,KWP Kraków,30-34,110
2020,KWP Opole,30-34,25
2020,KWP Poznań,30-34,80
2020,KSP Warszawa,30-34,51
2020,Polska,30-34,1265
2017,KWP Katowice,35-39,164
2017,KWP Kraków,35-39,98
2017,KWP Opole,35-39,29
2017,KWP Poznań,35-39,76
2017,KSP Warszawa,35-39,43
2017,Polska,35-39,1140
2018,KWP Katowice,35-39,201
2018,KWP Kraków,35-39,97
2018,KWP Opole,35-39,28
2018,KWP Poznań,35-39,78
2018,KSP Warszawa,35-39,54
2018,Polska,35-39,1210
2019,KWP Katowice,35-39,180
2019,KWP Kraków,35-39,112
2019,KWP Opole,35-39,27
2019,KWP Poznań,35-39,74
2019,KSP Warszawa,35-39,51
2019,Polska,35-39,1337
2020,KWP Katowice,35-39,182
2020,KWP Kraków,35-39,133
2020,KWP Opole,35-39,15
2020,KWP Poznań,35-39,99
2020,KSP Warszawa,35-39,58
2020,Polska,35-39,1390
2017,KWP Katowice,40-44,168
2017,KWP Kraków,40-44,96
2017,KWP Opole,40-44,22
2017,KWP Poznań,40-44,75
2017,KSP Warszawa,40-44,48
2017,Polska,40-44,1039
2018,KWP Katowice,40-44,186
2018,KWP Kraków,40-44,112
2018,KWP Opole,40-44,18
2018,KWP Poznań,40-44,60
2018,KSP Warszawa,40-44,48
2018,Polska,40-44,1115
2019,KWP Katowice,40-44,145
2019,KWP Kraków,40-44,99
2019,KWP Opole,40-44,15
2019,KWP Poznań,40-44,81
2019,KSP Warszawa,40-44,52
2019,Polska,40-44,1142
2020,KWP Katowice,40-44,195
2020,KWP Kraków,40-44,128
2020,KWP Opole,40-44,17
2020,KWP Poznań,40-44,97
2020,KSP Warszawa,40-44,47
2020,Polska,40-44,1235
2017,KWP Katowice,45-49,134
2017,KWP Kraków,45-49,81
2017,KWP Opole,45-49,19
2017,KWP Poznań,45-49,54
2017,KSP Warszawa,45-49,25
2017,Polska,45-49,873
2018,KWP Katowice,45-49,149
2018,KWP Kraków,45-49,107
2018,KWP Opole,45-49,21
2018,KWP Poznań,45-49,67
2018,KSP Warszawa,45-49,29
2018,Polska,45-49,904
2019,KWP Katowice,45-49,164
2019,KWP Kraków,45-49,83
2019,KWP Opole,45-49,19
2019,KWP Poznań,45-49,62
2019,KSP Warszawa,45-49,39
2019,Polska,45-49,971
2020,KWP Katowice,45-49,134
2020,KWP Kraków,45-49,96
2020,KWP Opole,45-49,13
2020,KWP Poznań,45-49,58
2020,KSP Warszawa,45-49,54
2020,Polska,45-49,994
2017,KWP Katowice,50-54,114
2017,KWP Kraków,50-54,77
2017,KWP Opole,50-54,16
2017,KWP Poznań,50-54,47
2017,KSP Warszawa,50-54,30
2017,Polska,50-54,796
2018,KWP Katowice,50-54,100
2018,KWP Kraków,50-54,75
2018,KWP Opole,50-54,10
2018,KWP Poznań,50-54,59
2018,KSP Warszawa,50-54,37
2018,Polska,50-54,778
2019,KWP Katowice,50-54,97
2019,KWP Kraków,50-54,76
2019,KWP Opole,50-54,14
2019,KWP Poznań,50-54,53
2019,KSP Warszawa,50-54,29
2019,Polska,50-54,741
2020,KWP Katowice,50-54,105
2020,KWP Kraków,50-54,73
2020,KWP Opole,50-54,17
2020,KWP Poznań,50-54,42
2020,KSP Warszawa,50-54,35
2020,Polska,50-54,804
2017,KWP Katowice,55-59,128
2017,KWP Kraków,55-59,97
2017,KWP Opole,55-59,22
2017,KWP Poznań,55-59,55
2017,KSP Warszawa,55-59,41
2017,Polska,55-59,911
2018,KWP Katowice,55-59,152
2018,KWP Kraków,55-59,70
2018,KWP Opole,55-59,14
2018,KWP Poznań,55-59,55
2018,KSP Warszawa,55-59,34
2018,Polska,55-59,841
2019,KWP Katowice,55-59,88
2019,KWP Kraków,55-59,88
2019,KWP Opole,55-59,12
2019,KWP Poznań,55-59,58
2019,KSP Warszawa,55-59,33
2019,Polska,55-59,757
2020,KWP Katowice,55-59,101
2020,KWP Kraków,55-59,60
2020,KWP Opole,55-59,12
2020,KWP Poznań,55-59,49
2020,KSP Warszawa,55-59,28
2020,Polska,55-59,727
2017,KWP Katowice,60-64,81
2017,KWP Kraków,60-64,53
2017,KWP Opole,60-64,10
2017,KWP Poznań,60-64,53
2017,KSP Warszawa,60-64,44
2017,Polska,60-64,759
2018,KWP Katowice,60-64,86
2018,KWP Kraków,60-64,68
2018,KWP Opole,60-64,18
2018,KWP Poznań,60-64,62
2018,KSP Warszawa,60-64,35
2018,Polska,60-64,768
2019,KWP Katowice,60-64,78
2019,KWP Kraków,60-64,73
2019,KWP Opole,60-64,20
2019,KWP Poznań,60-64,51
2019,KSP Warszawa,60-64,36
2019,Polska,60-64,788
2020,KWP Katowice,60-64,121
2020,KWP Kraków,60-64,79
2020,KWP Opole,60-64,13
2020,KWP Poznań,60-64,53
2020,KSP Warszawa,60-64,21
2020,Polska,60-64,810
2017,KWP Katowice,65-69,55
2017,KWP Kraków,65-69,45
2017,KWP Opole,65-69,13
2017,KWP Poznań,65-69,34
2017,KSP Warszawa,65-69,25
2017,Polska,65-69,509
2018,KWP Katowice,65-69,65
2018,KWP Kraków,65-69,35
2018,KWP Opole,65-69,6
2018,KWP Poznań,65-69,37
2018,KSP Warszawa,65-69,27
2018,Polska,65-69,468
2019,KWP Katowice,65-69,67
2019,KWP Kraków,65-69,49
2019,KWP Opole,65-69,13
2019,KWP Poznań,65-69,35
2019,KSP Warszawa,65-69,32
2019,Polska,65-69,578
2020,KWP Katowice,65-69,58
2020,KWP Kraków,65-69,67
2020,KWP Opole,65-69,10
2020,KWP Poznań,65-69,40
2020,KSP Warszawa,65-69,36
2020,Polska,65-69,557
2017,KWP Katowice,70-74,36
2017,KWP Kraków,70-74,32
2017,KWP Opole,70-74,3
2017,KWP Poznań,70-74,16
2017,KSP Warszawa,70-74,16
2017,Polska,70-74,274
2018,KWP Katowice,70-74,37
2018,KWP Kraków,70-74,38
2018,KWP Opole,70-74,11
2018,KWP Poznań,70-74,12
2018,KSP Warszawa,70-74,25
2018,Polska,70-74,328
2019,KWP Katowice,70-74,42
2019,KWP Kraków,70-74,28
2019,KWP Opole,70-74,7
2019,KWP Poznań,70-74,34
2019,KSP Warszawa,70-74,20
2019,Polska,70-74,371
2020,KWP Katowice,70-74,41
2020,KWP Kraków,70-74,40
2020,KWP Opole,70-74,7
2020,KWP Poznań,70-74,22
2020,KSP Warszawa,70-74,29
2020,Polska,70-74,373
2017,KWP Katowice,75-79,29
2017,KWP Kraków,75-79,23
2017,KWP Opole,75-79,3
2017,KWP Poznań,75-79,11
2017,KSP Warszawa,75-79,10
2017,Polska,75-79,185
2018,KWP Katowice,75-79,32
2018,KWP Kraków,75-79,22
2018,KWP Opole,75-79,8
2018,KWP Poznań,75-79,8
2018,KSP Warszawa,75-79,10
2018,Polska,75-79,202
2019,KWP Katowice,75-79,32
2019,KWP Kraków,75-79,20
2019,KWP Opole,75-79,5
2019,KWP Poznań,75-79,12
2019,KSP Warszawa,75-79,8
2019,Polska,75-79,200
2020,KWP Katowice,75-79,26
2020,KWP Kraków,75-79,15
2020,KWP Opole,75-79,4
2020,KWP Poznań,75-79,12
2020,KSP Warszawa,75-79,9
2020,Polska,75-79,196
2017,KWP Katowice,80-84,28
2017,KWP Kraków,80-84,22
2017,KWP Opole,80-84,4
2017,KWP Poznań,80-84,12
2017,KSP Warszawa,80-84,13
2017,Polska,80-84,177
2018,KWP Katowice,80-84,16
2018,KWP Kraków,80-84,15
2018,KWP Opole,80-84,3
2018,KWP Poznań,80-84,10
2018,KSP Warszawa,80-84,15
2018,Polska,80-84,142
2019,KWP Katowice,80-84,16
2019,KWP Kraków,80-84,16
2019,KWP Opole,80-84,1
2019,KWP Poznań,80-84,9
2019,KSP Warszawa,80-84,8
2019,Polska,80-84,162
2020,KWP Katowice,80-84,29
2020,KWP Kraków,80-84,22
2020,KWP Opole,80-84,6
2020,KWP Poznań,80-84,9
2020,KSP Warszawa,80-84,11
2020,Polska,80-84,171
2017,KWP Katowice,85+,18
2017,KWP Kraków,85+,13
2017,KWP Opole,85+,0
2017,KWP Poznań,85+,9
2017,KSP Warszawa,85+,14
2017,Polska,85+,132
2018,KWP Katowice,85+,24
2018,KWP Kraków,85+,12
2018,KWP Opole,85+,3
2018,KWP Poznań,85+,8
2018,KSP Warszawa,85+,10
2018,Polska,85+,159
2019,KWP Katowice,85+,18
2019,KWP Kraków,85+,20
2019,KWP Opole,85+,3
2019,KWP Poznań,85+,15
2019,KSP Warszawa,85+,22
2019,Polska,85+,180
2020,KWP Katowice,85+,18
2020,KWP Kraków,85+,22
2020,KWP Opole,85+,6
2020,KWP Poznań,85+,13
2020,KSP Warszawa,85+,18
2020,Polska,85+,177
