year,garnizon,sex,suicides,outcome
2012,Kraków,Male,298,Fatal
2012,Radom,Male,287,Fatal
2012,Opole,Male,81,Fatal
2012,Rzeszów,Male,162,Fatal
2012,Białystok,Male,153,Fatal
2012,Gdańsk,Male,176,Fatal
2012,Katowice,Male,318,Fatal
2012,Kielce,Male,262,Fatal
2012,Olsztyn,Male,173,Fatal
2012,Poznań,Male,214,Fatal
2012,Szczecin,Male,107,Fatal
2012,Warszawa,Male,266,Fatal
1999,Wrocław,Female,52,Fatal
1999,Bydgoszcz,Female,34,Fatal
1999,Lublin,Female,47,Fatal
1999,Gorzów Wlkp.,Female,34,Fatal
1999,Łódź,Female,58,Fatal
1999,Kraków,Female,42,Fatal
1999,Radom,Female,41,Fatal
1999,Opole,Female,22,Fatal
1999,Rzeszów,Female,30,Fatal
1999,Białystok,Female,36,Fatal
1999,Gdańsk,Female,49,Fatal
1999,Katowice,Female,67,Fatal
1999,Kielce,Female,26,Fatal
1999,Olsztyn,Female,23,Fatal
1999,Poznań,Female,106,Fatal
1999,Szczecin,Female,39,Fatal
1999,Warszawa,Female,22,Fatal
2000,Wrocław,Female,84,Fatal
2000,Bydgoszcz,Female,39,Fatal
2000,Lublin,Female,42,Fatal
2000,Gorzów Wlkp.,Female,21,Fatal
2000,Łódź,Female,64,Fatal
2000,Kraków,Female,84,Fatal
2000,Radom,Female,53,Fatal
2000,Opole,Female,21,Fatal
2000,Rzeszów,Female,56,Fatal
2000,Białystok,Female,32,Fatal
2000,Gdańsk,Female,50,Fatal
2000,Katowice,Female,91,Fatal
2000,Kielce,Female,30,Fatal
2000,Olsztyn,Female,22,Fatal
2000,Poznań,Female,108,Fatal
2000,Szczecin,Female,37,Fatal
2000,Warszawa,Female,23,Fatal
2001,Wrocław,Female,58,Fatal
2001,Bydgoszcz,Female,39,Fatal
2001,Lublin,Female,38,Fatal
2001,Gorzów Wlkp.,Female,46,Fatal
2001,Łódź,Female,44,Fatal
2001,Kraków,Female,83,Fatal
2001,Radom,Female,47,Fatal
2001,Opole,Female,17,Fatal
2001,Rzeszów,Female,62,Fatal
2001,Białystok,Female,27,Fatal
2001,Gdańsk,Female,39,Fatal
2001,Katowice,Female,76,Fatal
2001,Kielce,Female,24,Fatal
2001,Olsztyn,Female,26,Fatal
2001,Poznań,Female,93,Fatal
2001,Szczecin,Female,46,Fatal
2001,Warszawa,Female,22,Fatal
2002,Wrocław,Female,66,Fatal
2002,Bydgoszcz,Female,42,Fatal
2002,Lublin,Female,33,Fatal
2002,Gorzów Wlkp.,Female,22,Fatal
2002,Łódź,Female,53,Fatal
2002,Kraków,Female,112,Fatal
2002,Radom,Female,65,Fatal
2002,Opole,Female,18,Fatal
2002,Rzeszów,Female,56,Fatal
2002,Białystok,Female,27,Fatal
2002,Gdańsk,Female,55,Fatal
2002,Katowice,Female,105,Fatal
2002,Kielce,Female,34,Fatal
2002,Olsztyn,Female,44,Fatal
2002,Poznań,Female,100,Fatal
2002,Szczecin,Female,28,Fatal
2002,Warszawa,Female,25,Fatal
2003,Wrocław,Female,70,Fatal
2003,Bydgoszcz,Female,36,Fatal
2003,Lublin,Female,40,Fatal
2003,Gorzów Wlkp.,Female,32,Fatal
2003,Łódź,Female,48,Fatal
2003,Kraków,Female,75,Fatal
2003,Radom,Female,35,Fatal
2003,Opole,Female,19,Fatal
2003,Rzeszów,Female,49,Fatal
2003,Białystok,Female,31,Fatal
2003,Gdańsk,Female,42,Fatal
2003,Katowice,Female,93,Fatal
2003,Kielce,Female,19,Fatal
2003,Olsztyn,Female,17,Fatal
2003,Poznań,Female,67,Fatal
2003,Szczecin,Female,34,Fatal
2003,Warszawa,Female,37,Fatal
2004,Wrocław,Female,78,Fatal
2004,Bydgoszcz,Female,60,Fatal
2004,Lublin,Female,35,Fatal
2004,Gorzów Wlkp.,Female,24,Fatal
2004,Łódź,Female,52,Fatal
2004,Kraków,Female,72,Fatal
2004,Radom,Female,41,Fatal
2004,Opole,Female,19,Fatal
2004,Rzeszów,Female,29,Fatal
2004,Białystok,Female,23,Fatal
2004,Gdańsk,Female,46,Fatal
2004,Katowice,Female,91,Fatal
2004,Kielce,Female,29,Fatal
2004,Olsztyn,Female,29,Fatal
2004,Poznań,Female,79,Fatal
2004,Szczecin,Female,33,Fatal
2004,Warszawa,Female,49,Fatal
2005,Wrocław,Female,63,Fatal
2005,Bydgoszcz,Female,47,Fatal
2005,Lublin,Female,54,Fatal
2005,Gorzów Wlkp.,Female,18,Fatal
2005,Łódź,Female,52,Fatal
2005,Kraków,Female,64,Fatal
2005,Radom,Female,35,Fatal
2005,Opole,Female,18,Fatal
2005,Rzeszów,Female,29,Fatal
2005,Białystok,Female,28,Fatal
2005,Gdańsk,Female,47,Fatal
2005,Katowice,Female,77,Fatal
2005,Kielce,Female,17,Fatal
2005,Olsztyn,Female,26,Fatal
2005,Poznań,Female,87,Fatal
2005,Szczecin,Female,25,Fatal
2005,Warszawa,Female,49,Fatal
2006,Wrocław,Female,56,Fatal
2006,Bydgoszcz,Female,29,Fatal
2006,Lublin,Female,37,Fatal
2006,Gorzów Wlkp.,Female,26,Fatal
2006,Łódź,Female,47,Fatal
2006,Kraków,Female,56,Fatal
2006,Radom,Female,31,Fatal
2006,Opole,Female,19,Fatal
2006,Rzeszów,Female,25,Fatal
2006,Białystok,Female,19,Fatal
2006,Gdańsk,Female,52,Fatal
2006,Katowice,Female,71,Fatal
2006,Kielce,Female,28,Fatal
2006,Olsztyn,Female,25,Fatal
2006,Poznań,Female,60,Fatal
2006,Szczecin,Female,23,Fatal
2006,Warszawa,Female,42,Fatal
2007,Wrocław,Female,41,Fatal
2007,Bydgoszcz,Female,46,Fatal
2007,Lublin,Female,37,Fatal
2007,Gorzów Wlkp.,Female,28,Fatal
2007,Łódź,Female,55,Fatal
2007,Kraków,Female,47,Fatal
2007,Radom,Female,36,Fatal
2007,Opole,Female,13,Fatal
2007,Rzeszów,Female,17,Fatal
2007,Białystok,Female,19,Fatal
2007,Gdańsk,Female,30,Fatal
2007,Katowice,Female,65,Fatal
2007,Kielce,Female,17,Fatal
2007,Olsztyn,Female,19,Fatal
2007,Poznań,Female,90,Fatal
2007,Szczecin,Female,24,Fatal
2007,Warszawa,Female,22,Fatal
2008,Wrocław,Female,44,Fatal
2008,Bydgoszcz,Female,41,Fatal
2008,Lublin,Female,41,Fatal
2008,Gorzów Wlkp.,Female,22,Fatal
2008,Łódź,Female,60,Fatal
2008,Kraków,Female,44,Fatal
2008,Radom,Female,58,Fatal
2008,Opole,Female,9,Fatal
2008,Rzeszów,Female,27,Fatal
2008,Białystok,Female,30,Fatal
2008,Gdańsk,Female,32,Fatal
2008,Katowice,Female,65,Fatal
2008,Kielce,Female,14,Fatal
2008,Olsztyn,Female,31,Fatal
2008,Poznań,Female,44,Fatal
2008,Szczecin,Female,28,Fatal
2008,Warszawa,Female,41,Fatal
2009,Wrocław,Female,40,Fatal
2009,Bydgoszcz,Female,43,Fatal
2009,Lublin,Female,46,Fatal
2009,Gorzów Wlkp.,Female,21,Fatal
2009,Łódź,Female,54,Fatal
2009,Kraków,Female,46,Fatal
2009,Radom,Female,49,Fatal
2009,Opole,Female,15,Fatal
2009,Rzeszów,Female,19,Fatal
2009,Białystok,Female,25,Fatal
2009,Gdańsk,Female,46,Fatal
2009,Katowice,Female,67,Fatal
2009,Kielce,Female,14,Fatal
2009,Olsztyn,Female,19,Fatal
2009,Poznań,Female,70,Fatal
2009,Szczecin,Female,31,Fatal
2009,Warszawa,Female,40,Fatal
2010,Wrocław,Female,35,Fatal
2010,Bydgoszcz,Female,31,Fatal
2010,Lublin,Female,31,Fatal
2010,Gorzów Wlkp.,Female,21,Fatal
2010,Łódź,Female,44,Fatal
2010,Kraków,Female,47,Fatal
2010,Radom,Female,41,Fatal
2010,Opole,Female,18,Fatal
2010,Rzeszów,Female,22,Fatal
2010,Białystok,Female,23,Fatal
2010,Gdańsk,Female,30,Fatal
2010,Katowice,Female,73,Fatal
2010,Kielce,Female,21,Fatal
2010,Olsztyn,Female,30,Fatal
2010,Poznań,Female,46,Fatal
2010,Szczecin,Female,23,Fatal
2010,Warszawa,Female,34,Fatal
2011,Wrocław,Female,35,Fatal
2011,Bydgoszcz,Female,45,Fatal
2011,Lublin,Female,28,Fatal
2011,Gorzów Wlkp.,Female,20,Fatal
2011,Łódź,Female,51,Fatal
2011,Kraków,Female,54,Fatal
2011,Radom,Female,34,Fatal
2011,Opole,Female,7,Fatal
2011,Rzeszów,Female,23,Fatal
2011,Białystok,Female,27,Fatal
2011,Gdańsk,Female,25,Fatal
2011,Katowice,Female,51,Fatal
2011,Kielce,Female,21,Fatal
2011,Olsztyn,Female,30,Fatal
2011,Poznań,Female,38,Fatal
2011,Szczecin,Female,19,Fatal
2011,Warszawa,Female,37,Fatal
2012,Wrocław,Female,44,Fatal
2012,Bydgoszcz,Female,36,Fatal
2012,Lublin,Female,32,Fatal
2012,Gorzów Wlkp.,Female,28,Fatal
2012,Łódź,Female,73,Fatal
2012,Kraków,Female,35,Fatal
2012,Radom,Female,36,Fatal
2012,Opole,Female,18,Fatal
2012,Rzeszów,Female,30,Fatal
2012,Białystok,Female,23,Fatal
2012,Gdańsk,Female,18,Fatal
2012,Katowice,Female,61,Fatal
2012,Kielce,Female,49,Fatal
2012,Olsztyn,Female,21,Fatal
2012,Poznań,Female,31,Fatal
2012,Szczecin,Female,21,Fatal
2012,Warszawa,Female,52,Fatal
2013,Bydgoszcz,Male,216,Fatal
2013,Białystok,Male,145,Fatal
2013,Gdańsk,Male,299,Fatal
2013,Gorzów Wlkp.,Male,148,Fatal
2013,Katowice,Male,663,Fatal
2013,Kielce,Male,228,Fatal
2013,Kraków,Male,399,Fatal
2013,Łódź,Male,402,Fatal
2013,Lublin,Male,327,Fatal
2013,Olsztyn,Male,222,Fatal
2013,Opole,Male,128,Fatal
2013,Poznań,Male,338,Fatal
2013,Rzeszów,Male,235,Fatal
2013,Szczecin,Male,275,Fatal
2013,Warszawa,Male,368,Fatal
2013,Radom,Male,406,Fatal
2013,Wrocław,Male,397,Fatal
2014,Bydgoszcz,Male,267,Fatal
2014,Białystok,Male,151,Fatal
2014,Gdańsk,Male,291,Fatal
2014,Gorzów Wlkp.,Male,139,Fatal
2014,Katowice,Male,605,Fatal
2014,Kielce,Male,198,Fatal
2014,Kraków,Male,432,Fatal
2014,Łódź,Male,382,Fatal
2014,Lublin,Male,311,Fatal
2014,Olsztyn,Male,246,Fatal
2014,Opole,Male,114,Fatal
2014,Poznań,Male,388,Fatal
2014,Rzeszów,Male,236,Fatal
2014,Szczecin,Male,262,Fatal
2014,Warszawa,Male,359,Fatal
2014,Radom,Male,393,Fatal
2014,Wrocław,Male,463,Fatal
2015,Bydgoszcz,Male,244,Fatal
2015,Białystok,Male,140,Fatal
2015,Gdańsk,Male,288,Fatal
2015,Gorzów Wlkp.,Male,160,Fatal
2015,Katowice,Male,586,Fatal
2015,Kielce,Male,199,Fatal
2015,Kraków,Male,372,Fatal
2015,Łódź,Male,342,Fatal
2015,Lublin,Male,300,Fatal
2015,Olsztyn,Male,225,Fatal
2015,Opole,Male,124,Fatal
2015,Poznań,Male,348,Fatal
2015,Rzeszów,Male,222,Fatal
2015,Szczecin,Male,246,Fatal
2015,Warszawa,Male,320,Fatal
2015,Radom,Male,364,Fatal
2015,Wrocław,Male,409,Fatal
2016,Bydgoszcz,Male,232,Fatal
2016,Białystok,Male,151,Fatal
2016,Gdańsk,Male,259,Fatal
2016,Gorzów Wlkp.,Male,147,Fatal
2016,Katowice,Male,548,Fatal
2016,Kielce,Male,186,Fatal
2016,Kraków,Male,380,Fatal
2016,Łódź,Male,313,Fatal
2016,Lublin,Male,296,Fatal
2016,Olsztyn,Male,206,Fatal
2016,Opole,Male,112,Fatal
2016,Poznań,Male,333,Fatal
2016,Rzeszów,Male,222,Fatal
2016,Szczecin,Male,234,Fatal
2016,Warszawa,Male,303,Fatal
2016,Radom,Male,353,Fatal
2016,Wrocław,Male,363,Fatal
2013,Bydgoszcz,Female,43,Fatal
2013,Białystok,Female,26,Fatal
2013,Gdańsk,Female,38,Fatal
2013,Gorzów Wlkp.,Female,30,Fatal
2013,Katowice,Female,120,Fatal
2013,Kielce,Female,27,Fatal
2013,Kraków,Female,80,Fatal
2013,Łódź,Female,72,Fatal
2013,Lublin,Female,59,Fatal
2013,Olsztyn,Female,26,Fatal
2013,Opole,Female,24,Fatal
2013,Poznań,Female,69,Fatal
2013,Rzeszów,Female,29,Fatal
2013,Szczecin,Female,45,Fatal
2013,Warszawa,Female,76,Fatal
2013,Radom,Female,53,Fatal
2013,Wrocław,Female,87,Fatal
2014,Bydgoszcz,Female,35,Fatal
2014,Białystok,Female,25,Fatal
2014,Gdańsk,Female,47,Fatal
2014,Gorzów Wlkp.,Female,23,Fatal
2014,Katowice,Female,115,Fatal
2014,Kielce,Female,39,Fatal
2014,Kraków,Female,68,Fatal
2014,Łódź,Female,72,Fatal
2014,Lublin,Female,54,Fatal
2014,Olsztyn,Female,39,Fatal
2014,Opole,Female,19,Fatal
2014,Poznań,Female,66,Fatal
2014,Rzeszów,Female,37,Fatal
2014,Szczecin,Female,57,Fatal
2014,Warszawa,Female,84,Fatal
2014,Radom,Female,57,Fatal
2014,Wrocław,Female,91,Fatal
2015,Bydgoszcz,Female,34,Fatal
2015,Białystok,Female,20,Fatal
2015,Gdańsk,Female,45,Fatal
2015,Gorzów Wlkp.,Female,20,Fatal
2015,Katowice,Female,101,Fatal
2015,Kielce,Female,34,Fatal
2015,Kraków,Female,64,Fatal
2015,Łódź,Female,58,Fatal
2015,Lublin,Female,51,Fatal
2015,Olsztyn,Female,29,Fatal
2015,Opole,Female,20,Fatal
2015,Poznań,Female,52,Fatal
2015,Rzeszów,Female,44,Fatal
2015,Szczecin,Female,38,Fatal
2015,Warszawa,Female,63,Fatal
2015,Radom,Female,49,Fatal
2015,Wrocław,Female,77,Fatal
2016,Bydgoszcz,Female,39,Fatal
2016,Białystok,Female,16,Fatal
2016,Gdańsk,Female,34,Fatal
2016,Gorzów Wlkp.,Female,24,Fatal
2016,Katowice,Female,102,Fatal
2016,Kielce,Female,24,Fatal
2016,Kraków,Female,63,Fatal
2016,Łódź,Female,66,Fatal
2016,Lublin,Female,45,Fatal
2016,Olsztyn,Female,26,Fatal
2016,Opole,Female,17,Fatal
2016,Poznań,Female,61,Fatal
2016,Rzeszów,Female,17,Fatal
2016,Szczecin,Female,31,Fatal
2016,Warszawa,Female,70,Fatal
2016,Radom,Female,45,Fatal
2016,Wrocław,Female,87,Fatal
2017,Bydgoszcz,Male,216,Fatal
2017,Białystok,Male,111,Fatal
2017,Gdańsk,Male,266,Fatal
2017,Gorzów Wlkp.,Male,139,Fatal
2017,Katowice,Male,513,Fatal
2017,Kielce,Male,179,Fatal
2017,Kraków,Male,340,Fatal
2017,Łódź,Male,325,Fatal
2017,Lublin,Male,283,Fatal
2017,Olsztyn,Male,192,Fatal
2017,Opole,Male,109,Fatal
2017,Poznań,Male,353,Fatal
2017,Rzeszów,Male,249,Fatal
2017,Szczecin,Male,203,Fatal
2017,Warszawa,Male,304,Fatal
2017,Radom,Male,351,Fatal
2017,Wrocław,Male,391,Fatal
2018,Bydgoszcz,Male,239,Fatal
2018,Białystok,Male,124,Fatal
2018,Gdańsk,Male,240,Fatal
2018,Gorzów Wlkp.,Male,129,Fatal
2018,Katowice,Male,530,Fatal
2018,Kielce,Male,151,Fatal
2018,Kraków,Male,335,Fatal
2018,Łódź,Male,324,Fatal
2018,Lublin,Male,279,Fatal
2018,Olsztyn,Male,193,Fatal
2018,Opole,Male,100,Fatal
2018,Poznań,Male,337,Fatal
2018,Rzeszów,Male,239,Fatal
2018,Szczecin,Male,227,Fatal
2018,Warszawa,Male,318,Fatal
2018,Radom,Male,349,Fatal
2018,Wrocław,Male,357,Fatal
2019,Bydgoszcz,Male,228,Fatal
2019,Białystok,Male,147,Fatal
2019,Gdańsk,Male,265,Fatal
2019,Gorzów Wlkp.,Male,150,Fatal
2019,Katowice,Male,455,Fatal
2019,Kielce,Male,164,Fatal
2019,Kraków,Male,362,Fatal
2019,Łódź,Male,302,Fatal
2019,Lublin,Male,268,Fatal
2019,Olsztyn,Male,211,Fatal
2019,Opole,Male,105,Fatal
2019,Poznań,Male,382,Fatal
2019,Rzeszów,Male,204,Fatal
2019,Szczecin,Male,233,Fatal
2019,Warszawa,Male,277,Fatal
2019,Radom,Male,363,Fatal
2019,Wrocław,Male,381,Fatal
2020,Bydgoszcz,Male,217,Fatal
2020,Białystok,Male,150,Fatal
2020,Gdańsk,Male,262,Fatal
2020,Gorzów Wlkp.,Male,128,Fatal
2020,Katowice,Male,463,Fatal
2020,Kielce,Male,166,Fatal
2020,Kraków,Male,393,Fatal
2020,Łódź,Male,278,Fatal
2020,Lublin,Male,261,Fatal
2020,Olsztyn,Male,212,Fatal
2020,Opole,Male,90,Fatal
2020,Poznań,Male,353,Fatal
2020,Rzeszów,Male,220,Fatal
2020,Szczecin,Male,204,Fatal
2020,Warszawa,Male,302,Fatal
2020,Radom,Male,324,Fatal
2020,Wrocław,Male,363,Fatal
2021,Bydgoszcz,Male,229,Fatal
2021,Białystok,Male,126,Fatal
2021,Gdańsk,Male,269,Fatal
2021,Gorzów Wlkp.,Male,143,Fatal
2021,Katowice,Male,494,Fatal
2021,Kielce,Male,167,Fatal
2021,Kraków,Male,361,Fatal
2021,Łódź,Male,279,Fatal
2021,Lublin,Male,263,Fatal
2021,Olsztyn,Male,177,Fatal
2021,Opole,Male,111,Fatal
2021,Poznań,Male,363,Fatal
2021,Rzeszów,Male,233,Fatal
2021,Szczecin,Male,206,Fatal
2021,Warszawa,Male,333,Fatal
2021,Radom,Male,317,Fatal
2021,Wrocław,Male,342,Fatal
2017,Bydgoszcz,Female,31,Fatal
2017,Białystok,Female,31,Fatal
2017,Gdańsk,Female,52,Fatal
2017,Gorzów Wlkp.,Female,27,Fatal
2017,Katowice,Female,88,Fatal
2017,Kielce,Female,20,Fatal
2017,Kraków,Female,73,Fatal
2017,Łódź,Female,55,Fatal
2017,Lublin,Female,48,Fatal
2017,Olsztyn,Female,34,Fatal
2017,Opole,Female,17,Fatal
2017,Poznań,Female,58,Fatal
2017,Rzeszów,Female,36,Fatal
2017,Szczecin,Female,46,Fatal
2017,Warszawa,Female,44,Fatal
2017,Radom,Female,42,Fatal
2017,Wrocław,Female,49,Fatal
2018,Bydgoszcz,Female,42,Fatal
2018,Białystok,Female,15,Fatal
2018,Gdańsk,Female,34,Fatal
2018,Gorzów Wlkp.,Female,24,Fatal
2018,Katowice,Female,66,Fatal
2018,Kielce,Female,30,Fatal
2018,Kraków,Female,63,Fatal
2018,Łódź,Female,67,Fatal
2018,Lublin,Female,42,Fatal
2018,Olsztyn,Female,22,Fatal
2018,Opole,Female,16,Fatal
2018,Poznań,Female,49,Fatal
2018,Rzeszów,Female,34,Fatal
2018,Szczecin,Female,35,Fatal
2018,Warszawa,Female,59,Fatal
2018,Radom,Female,43,Fatal
2018,Wrocław,Female,70,Fatal
2019,Bydgoszcz,Female,32,Fatal
2019,Białystok,Female,25,Fatal
2019,Gdańsk,Female,48,Fatal
2019,Gorzów Wlkp.,Female,26,Fatal
2019,Katowice,Female,93,Fatal
2019,Kielce,Female,26,Fatal
2019,Kraków,Female,70,Fatal
2019,Łódź,Female,43,Fatal
2019,Lublin,Female,38,Fatal
2019,Olsztyn,Female,31,Fatal
2019,Opole,Female,24,Fatal
2019,Poznań,Female,56,Fatal
2019,Rzeszów,Female,31,Fatal
2019,Szczecin,Female,33,Fatal
2019,Warszawa,Female,72,Fatal
2019,Radom,Female,37,Fatal
2019,Wrocław,Female,71,Fatal
2020,Bydgoszcz,Female,37,Fatal
2020,Białystok,Female,23,Fatal
2020,Gdańsk,Female,40,Fatal
2020,Gorzów Wlkp.,Female,20,Fatal
2020,Katowice,Female,99,Fatal
2020,Kielce,Female,26,Fatal
2020,Kraków,Female,82,Fatal
2020,Łódź,Female,51,Fatal
2020,Lublin,Female,41,Fatal
2020,Olsztyn,Female,33,Fatal
2020,Opole,Female,15,Fatal
2020,Poznań,Female,56,Fatal
2020,Rzeszów,Female,30,Fatal
2020,Szczecin,Female,39,Fatal
2020,Warszawa,Female,75,Fatal
2020,Radom,Female,51,Fatal
2020,Wrocław,Female,60,Fatal
2021,Bydgoszcz,Female,49,Fatal
2021,Białystok,Female,21,Fatal
2021,Gdańsk,Female,51,Fatal
2021,Gorzów Wlkp.,Female,34,Fatal
2021,Katowice,Female,88,Fatal
2021,Kielce,Female,21,Fatal
2021,Kraków,Female,61,Fatal
2021,Łódź,Female,46,Fatal
2021,Lublin,Female,57,Fatal
2021,Olsztyn,Female,41,Fatal
2021,Opole,Female,9,Fatal
2021,Poznań,Female,50,Fatal
2021,Rzeszów,Female,36,Fatal
2021,Szczecin,Female,39,Fatal
2021,Warszawa,Female,74,Fatal
2021,Radom,Female,42,Fatal
2021,Wrocław,Female,68,Fatal
